2018,39,agulhas,160,,prestrike_2,small
2018,40,agulhas,157,,prestrike_2,small
2018,41,agulhas,106,,prestrike_2,small
2018,42,agulhas,140,,prestrike_2,small
2018,39,airline,106,,prestrike_2,small
2018,40,airline,53,,prestrike_2,small
2018,41,airline,36,,prestrike_2,small
2018,42,airline,24,,prestrike_2,small
2018,39,allover,473,,prestrike_2,medium
2018,40,allover,696,,prestrike_2,medium
2018,41,allover,516,,prestrike_2,medium
2018,42,allover,748,,prestrike_2,medium
2018,39,amenity,0,,prestrike_2,small
2018,40,amenity,47,,prestrike_2,small
2018,41,amenity,0,,prestrike_2,small
2018,42,amenity,20,,prestrike_2,small
2018,39,anchovy,712,,prestrike_2,small
2018,40,anchovy,209,,prestrike_2,small
2018,41,anchovy,247,,prestrike_2,small
2018,42,anchovy,334,,prestrike_2,small
2018,39,angrier,51,,prestrike_2,small
2018,40,angrier,83,,prestrike_2,small
2018,41,angrier,131,,prestrike_2,small
2018,42,angrier,92,,prestrike_2,small
2018,39,aplitic,71,,prestrike_2,small
2018,40,aplitic,97,,prestrike_2,small
2018,41,aplitic,67,,prestrike_2,small
2018,42,aplitic,78,,prestrike_2,small
2018,39,arecibo,0,,prestrike_2,small
2018,40,arecibo,26,,prestrike_2,small
2018,41,arecibo,46,,prestrike_2,small
2018,42,arecibo,4,,prestrike_2,small
2018,39,arrived,205,,prestrike_2,medium
2018,40,arrived,249,,prestrike_2,medium
2018,41,arrived,534,,prestrike_2,medium
2018,42,arrived,172,,prestrike_2,medium
2018,39,bambino,30,,prestrike_2,small
2018,40,bambino,19,,prestrike_2,small
2018,41,bambino,66,,prestrike_2,small
2018,42,bambino,85,,prestrike_2,small
2018,39,benison,3496,,prestrike_2,large
2018,40,benison,6102,,prestrike_2,large
2018,41,benison,8525,,prestrike_2,large
2018,42,benison,8717,,prestrike_2,large
2018,39,berwick,1003,,prestrike_2,medium
2018,40,berwick,1169,,prestrike_2,medium
2018,41,berwick,911,,prestrike_2,medium
2018,42,berwick,1288,,prestrike_2,medium
2018,39,birling,131,,prestrike_2,medium
2018,40,birling,90,,prestrike_2,medium
2018,41,birling,50,,prestrike_2,medium
2018,42,birling,141,,prestrike_2,medium
2018,39,britska,30,,prestrike_2,small
2018,40,britska,0,,prestrike_2,small
2018,41,britska,60,,prestrike_2,small
2018,42,britska,14,,prestrike_2,small
